Scoota Mart Category,New Product Category,Checked,Remove,Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
Inactive Product,,N/A,Yes,P-533557,One Handed Electric Can opener,D-09/12/2013 08:35:43,,Patterson,829,One Handed Electric Can opener - This powerful yet simple Electric Can Opener is designed to open cans easily,"One Handed Electric Can opener, days One Handed Electric Can opener, electric can opener, days electric can opener",Y,19.1,37.08,2,0,0,25,Exact,25.06,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313775,N,N,
Inactive Product,,N/A,Yes,P-533675,Over Armchair Table,D-09/12/2013 08:35:52,,Patterson,758,"Over Armchair Table - The over armchair table from Days Healthcare has a modern ergonomically shaped laminated teak table top, which is easy to clean and which can be easily be tilted to enable users to read etc","Over Armchair Table, Days over armchair table, armchair table, ergonomical shaped armchair table, days armchair table",Y,57.4,156.38,4,0,0,106,Exact,106.26,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313568,N,N,
Inactive Product,,N/A,Yes,P-533685,Patient Helper,D-09/12/2013 08:35:53,,Patterson,799,Patient Helper - To assist patients raising from a seated or reclined position,"Patient helper, Days patient helper, height adjustable patient helper, disassembling patient helper,",Y,85.85,141.34,6,0,0,115,Exact,115.28,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313582,N,N,
Inactive Product,,N/A,Yes,P-533649,Quadruped with broad base,D-09/12/2013 08:35:50,,Patterson,474,Quadruped with broad base - The Quadruped with broad base is Manufactured from lightweight Aluminium and comes with Quadruped base to provide greater stability,"Quadruped with broad base, broad base quadruped, lightweight aluminium quadruped, days quadruped",Y,17.55,47.1,4,0,0,33,Exact,33.08,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313467,N,N,
Inactive Product,,N/A,Yes,P-533549,Quaser Wheelchair,D-09/12/2013 08:35:42,,Patterson,Quaser,Quaser Wheelchair - The Days Quaser is easy to transport and is suitable for active sports users,"Days Quaser, days quaser wheelchair, sports active wheelchair, Days Wheelchair.lightweight wheelchair,",Y,1621.1,2801.95,0,0,0,2795,Exact,2801.94,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313713=>314386=>314385=>314387=>314388,N,N,
Inactive Product,,N/A,Yes,P-533800,Raised toilet seat,D-09/12/2013 08:36:01,,Patterson,091203561/091203579/091203587,"Raised toilet seat available 2 inch,4 inch,6 inch.","Ashby raised toilet seats with easy fittings, DAYS Ashby raised toilet seats with easy fittings, Raised toilet seat, toilet seat, DAYS raised toilet seat",Y,10.95,36.08,4,0,0,12,Exact,13.02,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313946,N,N,
Inactive Product,,N/A,Yes,P-532730,Reciprocal Adjustable Height Folding Walking Aid,D-09/12/2013 08:33:25,,Patterson,230EL,Reciprocal Adjustable Height Folding Walking Aid - The Reciprocal Adjustable Height Folding Walking Aid is made from lightweight anodised aluminium it also Folds easily for storage and is Adjustable in Height.,"Reciprocal Adjustable Height Folding Walking Aid, folding walking aid, height adjustable folding walking aid, Days Reciprocal Adjustable Height Folding Walking Aid, walking aid",Y,40.75,65.15,5,0,0,59,Exact,59.14,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313453,N,N,
Inactive Product,,N/A,Yes,P-533716,Rocker Knife,D-09/12/2013 08:35:56,,Patterson,91205202,Rocker Knife -The Rocker Knife has a rounded knife blade which uses a rocking motion for easy cutting. It has a soft cushion grip which is comfortable,"Rocker Knife, Days Rocker Knife, supportive knife, days knife, easy grip knife",Y,9.4,26.06,2,0,0,13,Exact,13.24,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313660,N,N,
Inactive Product,,N/A,Yes,P-533763,Rotating Bath Seat,D-09/12/2013 08:35:59,,Patterson,536/25/536/26/536/27/536,Rotating Bath Seat - The Rotating Bath Seat rotates a full 360 degrees to assist getting into and out of the bath,"Rotating Bath Seat, Days Rotating Bath Seat, bath seat,360 bath seat",Y,96.5,167.37,15,0,0,89,Exact,120.29,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313869,N,N,
Inactive Product,,N/A,Yes,P-533038,Savanah Raised Toilet Seat,D-09/12/2013 08:34:25,,Patterson,AA2112 AA2114YAA2116,Savanah Raised Toilet Seat - Strong and durable design with a contoured surface for extra comfort.,"savanah raised toilet seat,raised toilet seat,raised toilet seat,homecare raised toilet seat",Y,11.2,59.14,2,0,0,16,Exact,17.03,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312619=>312009,N,N,
Inactive Product,,N/A,Yes,P-533938,Selina Slipper Pan,D-09/12/2013 08:36:25,,Patterson,AA2661,Selina Slipper Pan - High Quality Slipper Pan,"selina slipper pan, bed pan, toileting",Y,10.45,20.04,0,0,0,13,Exact,13.68,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314408,N,N,
Inactive Product,,N/A,Yes,P-533740,Single Step Stool,D-09/12/2013 08:35:58,,Patterson,AA6551/AA6550,"Single Step Stool - This multi-purpose Single Step Stool is perfect for reaching all those things and places, such as the top of the kitchen cupboard","Single step stool, step stool, multi purpose step stool, days single step stool, multi purpose single step stool",Y,25.75,46.11,5,0,0,34,Exact,35.07,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313720=>313719,N,N,
Inactive Product,,N/A,Yes,P-533283,Splash Bathlift,D-09/12/2013 08:35:20,,Patterson,Splash Bathlift,"Splash Bathlift  - One of the lightest bathlifts on the market, weighting just 6.5kg whilst still being able to lift and impressive maximum weight of 127kg (20 stone)","bathlift,bath lift,splash bathlift,splash bath lift,splash bathlift,",Y,241.7,500.24,6.5,0,0,320,Exact,320.8,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312615=>312616=>314384=>314383,N,N,
Inactive Product,,N/A,Yes,P-533189,ST6 Mobility Scooter,D-09/12/2013 08:35:04,,Patterson,ST6 Mobility Scooter,ST6 Mobility Scooter - This Perfectly formed scooter with its sweeping curves and enviable design offers power and performance.With FREE Engineered Delivery.,"days strider st6 mobility scooter,class 3 scooters,large scooters,days scooters,strider st6 mobility scooter,mobility scooter,",Y,2370,6013.92,125,0,0,3199,Exact,3206.96,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,Y,,N,,N,312571=>314390=>314392=>314265=>314269,N,N,
Inactive Product,,N/A,Yes,P-533783,Standard portable Bidet,D-09/12/2013 08:36:00,,Patterson,AA2612Y,Standard portable Bidet Bowl - The Standard portable Bidet Bowl offers a convenient solution to personal cleansing where a permanent bidet is either not available or not feasible,"Bidet Bowl, DAYS bidet bowl, days bowl, toilet bowl, portable bidet bowl,",Y,10.65,20.04,5,0,0,16,Exact,16.83,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312780,N,N,
Inactive Product,,N/A,Yes,P-532799,Stick n stay grab rail,D-09/12/2013 08:33:35,,Patterson,09 117 3285,Stick n stay grab rail - These grab rails feature suction cups with pressure levers to secure to the wall but have the added benefit of a red/green indicator to show adhesion status for extra peace of mind,"Stick and stay grab rail, grab rail, stick grab rail, stay grab rail, suction grab rail",Y,28.5,45.11,5,0,0,39,Exact,39.09,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314045,N,N,
Inactive Product,,N/A,Yes,P-533177,Swift Ultra Lightweight Self Propel Wheelchair,D-09/12/2013 08:35:00,,Patterson,Swift Ultra Lightweight Wheelchair,"Swift Ultra Lightweight Self Propel Wheelchair  - Designed for days in or out ideal for taking on trips,comfortable yet practical.","swift lightweight wheelchair from Days,swift wheelchair,days swift wheelchair,ultra lightweight wheelchair,days ultra lightweight wheelchair",Y,121.5,349.22,8,0,0,165,Exact,165.41,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312458=>314385=>314386=>314387=>314388=>313966,N,N,
Inactive Product,,N/A,Yes,P-533829,Swift Ultra Lightweight Transit Wheelchair,D-09/12/2013 08:36:05,,Patterson,Swift Ultra Lightweight Transit Wheelchair,"Swift Ultra Lightweight Transit Wheelchair  - Designed for days in or out ideal for taking on trips,comfortable yet practical.","Swift lightweight transit wheelchair,swift wheelchair,Days swift wheelchair,wheelchair,wheel chair,lightweight wheelchair,",Y,115.5,349.22,8,0,0,155,Exact,155.38,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312455,N,N,
Inactive Product,,N/A,Yes,P-533695,Talking Alarm Clock,D-09/12/2013 08:35:53,,Patterson,2031,Talking Alarm Clock - Tells you the time when you press the large button on the top,"Talking alarm clock, days talking alarm clock, talking clock, large button talking alarm clock, clock",Y,10.5,20.04,0,0,0,13,Exact,14.03,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313610,N,N,
Inactive Product,,N/A,Yes,P-533690,Threading Helper,D-09/12/2013 08:35:53,,Patterson,2045,Threading Helper,"Threading Helper, Days Treading Helper, mutli reel treading helper, needle threading helper",Y,6.4,13.02,4,0,0,8,Exact,8.47,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313607,N,N,
Inactive Product,,N/A,Yes,P-533786,Toileting seat aid,D-09/12/2013 08:36:00,,Patterson,499,Toileting seat aid - An extremely comfortable Toilet Seat and Frame with side handles for support and safety,"Toileting seat aid, DAYS Toileting seat aid, toilet seat aid, seat aid, toilet aid",Y,30.45,65.15,5,0,0,45,Exact,45.11,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313937,N,N,
Inactive Product,,N/A,Yes,P-533664,Trekker Gait Trainer,D-09/12/2013 08:35:52,,Patterson,09 142 1874 / 09 142 1890 / 09 142 1908,Trekker Gait Trainer - A Versatile walker designed to help children with the development of balance and unassisted walking.,"Trekker Gait Walker, Gait Walker, Walker, Childrens Walker,
Walkers, junior walkers, walking aids, childrens walking aids, junior walking aids.",Y,406.8,600.49,0,0,0,587,Exact,588.46,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314305=>314303=>314304,N,N,
Inactive Product,,N/A,Yes,P-533697,Under Pillow Vibration Alarm Clock,D-09/12/2013 08:35:53,,Patterson,91318435,Under Pillow Vibration Alarm Clock - This vibrating alarm clock can be placed under your pillow,"Under Pillow Vibration Alarm Clock, days Under Pillow Vibration Alarm Clock, under pillow clock, alarm clock,",Y,17.15,28.06,4,0,0,22,Exact,22.06,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313613,N,N,
Inactive Product,,N/A,Yes,P-533552,Vega Lightweight Wheelchair,D-09/12/2013 08:35:42,,Patterson,Vega,Vega Lightweight Wheelchair - A lightweight folding frame chair for active users who want energy efficiency,"Days Vega wheelchair, Vega wheelchair, wheelchair for active users, wheelchair",Y,0,0,0,0,0,0,Exact,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313711=>314385=>314387=>314388=>314386,N,N,
Inactive Product,,N/A,Yes,P-533734,Venus Lightweight Wheelchair,D-09/12/2013 08:35:57,,Patterson,Venus,Venus Lightweight Wheelchair - A fixed and lightweight titanium frame chair for active users who want optimum speed,"Days Venus, Venus Wheelchair, Titanium frame wheelchair, Days Venus Wheelchair, active user wheelchair",Y,891.25,0,0,0,0,0,Exact,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313710=>314385=>314386=>314387=>314388,N,N,
Inactive Product,,N/A,Yes,P-532692,Verb Power Chair,D-09/12/2013 08:33:20,,Patterson,Verb Powerchair,"Verb Power chair  - Folds easily with a lightweight frame, ideal for transporting.","verb powerchair from Days,verb electric chair,days powerchairs,eletric wheelchairs,electric wheel chairs",Y,1118.41,2300.71,55,0,0,1495,Exact,1498.72,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312587=>314385=>314386=>314387=>314389,N,N,
Inactive Product,,N/A,Yes,P-532947,Volt Excel Powerchair,D-09/12/2013 08:34:09,,Patterson,Volt Excel Powerchair,Volt Excel Powerchair - All the features and benefits of the standard Viper plus more! An extra powerful model with a bigger build and a longer range.,"viper plus powerchair,powerchair,viper plus,viper plus powerchair from days,viper",Y,2146.65,0,102,0,0,0,Exact,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312591=>314385=>314386=>314389,N,N,
Inactive Product,,N/A,Yes,P-533348,Volt Flex Powerchair,D-09/12/2013 08:35:25,,Patterson,Volt Flex,Volt Flex Powerchair - Adaptability makes the Volt Flex Powerchair the stand out market leader for power chair users who insist on the utmost mobility.,"volt flex powerchair, volt flex, powerchair, electric powerchair, days volt flex powerchair",Y,2146.65,0,0,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314497,N,N,
Inactive Product,,N/A,Yes,P-532948,Volt FWD Powerchair,D-09/12/2013 08:34:09,,Patterson,Volt FWD Powerchair,"Volt FWD Powerchair - If you’re looking for an extremely agile power chair which will effortlessly turn on the spot, the Viper FWD is the perfect solution.","viper fwd powerchair,viper powerchair,viper fwd,days viper fwd powerchair,powerchair, volt FWD powerchair, volt powerchair,",Y,1582.95,0,102,0,0,0,Exact,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312592=>314385=>314386=>314389,N,N,
Inactive Product,,N/A,Yes,P-533593,Volt Powerchair,D-09/12/2013 08:35:46,,Patterson,Volt,Volt Powerchair - The Volt's fixed aluminium frame is fitted with a manual seat tilt and back recliner as standard to help prevent discomfort and pressure sores.,"Days Volt powerchair, volt powerchair,days powerchair, mobility powerchair, 4mph powerchair",Y,1220,3206.96,71,0,0,2495,Exact,2501.2,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313225=>314385=>314386=>314389,N,N,
Inactive Product,,N/A,Yes,P-532709,Volt S Powerchair,D-09/12/2013 08:33:23,,Patterson,Volt S Powerchair,Volt S Powerchair - The Volt S Powerchair has been designed as a sportier model. With a higher speed than other Volt models.,"viper s powerchair,viper sports from days,viper powerchair,viper,powerchair, volt s powerchair, volt s, volt powerchair",Y,2146.65,0,102,0,0,0,Exact,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312590=>314385=>314386=>314389,N,N,
Inactive Product,,N/A,Yes,P-532694,Whirl Steel Self Propel Wheelchair,D-09/12/2013 08:33:21,,Patterson,WHIRL38SP,"Whirl Steel Self Propel Wheelchair  - Ultra versatile wheelchair comfort all day,everyday","whirl wheelchair, whirl wheel chair,whirl steel wheelchair from days,steel wheelchairs,days wheelchairs,Self Propel Wheelchair",Y,91.45,339.84,8,0,0,146,Exact,146.37,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312456=>314223=>314385=>314386=>314387=>314388,N,N,
Inactive Product,,N/A,Yes,P-532951,Zenith Extra Wide Commode,D-09/12/2013 08:34:10,,Patterson,AA2305,The Zenith Extra Wide Commode from Homecraft - With a Maximum user weight of 60 stone.,"zenith extra wide commode,extra wide commode,commode,extra wide,zenith,",Y,267.25,399.99,8,0,0,354,Exact,354.89,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312328=>312329,N,N,
Inactive Product,,N/A,Yes,P-533808,Venus Elite Lightweight Wheelchair,D-09/12/2013 08:36:01,,Patterson Prescription W/C,Venus Elite,Venus Elite Lightweight Wheelchair - This Lightweight Titanium wheelchair is available with a range of options and accessories.,"Venus Elite lightweight wheelchair,titanium wheelchair,Days Venus elite wheelchair,wheelchair,wheel chair,",Y,0,1498.72,0,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313998=>314385=>314386=>314387=>314388,N,N,
Inactive Product,,N/A,Yes,P-533882,Power Cape,D-09/12/2013 08:36:16,,PCDU51,,Power Cape,,Y,0,40.09,0,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314999,N,N,
Inactive Product,,N/A,Yes,P-533299,Chairman HD Powerchair,D-09/12/2013 08:35:22,,Permobil,Chairman HD Powerchair,Chairman HD Powerchair - a no-nonsense type of chair. Built for the slightly heavier user. So all components are at least slightly larger than in other powered wheelchairs,"Chairman heavy duty powerchair,heavy duty powerchair,permobil heavy duty powerchair,permobil,chairman heavy duty",Y,0,0,165,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314112,N,N,
Inactive Product,,N/A,Yes,P-533151,Neoprene Back Support,D-09/12/2013 08:34:55,,Physio Med,Neoprene Back Support,Neoprene Back Support - Provides warmth and compression for lower back area.,"back support, support,support for lower back,lumbar support,lower back support.",Y,15.95,40.09,2,0,0,16,Exact,15.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312501,N,N,
Inactive Product,,N/A,Yes,P-533152,Neoprene Lumbar Sacral Support,D-09/12/2013 08:34:55,,Physio Med,Neoprene Lumbar Sacral Support,Neoprene Lumbar Sacral Support - Provides warmth and compression for lower back area.,"lumbar support,back support,neoprene sacral support,neoprene support,support",Y,23.95,48.11,5,0,0,24,Exact,24.01,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312500,N,N,
Inactive Product,,N/A,Yes,P-533153,Universal Contoured Collar,D-09/12/2013 08:34:56,,Physio Med,Universal Contoured Collar,Universal Contoured Collar - Unique design with extended velcro closure adjusts to ensure proper fit.,"universal contoured collar,collar,contoured collar,support collar",Y,2.4,12.03,1,0,0,6,Exact,5.97,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312499,N,N,
Inactive Product,,N/A,Yes,P-532792,Popular Mobility Scooter Hire Costa del Sol Spain,D-09/12/2013 08:33:35,,POPScooterCostadelSol,POPSCOOTERCDS,Mobility Scooter Hire Costa del Sol,"mobility scooter hire costa del sol, obility hire benalmadena, mobility scooter fuengirola",Y,60,80.2,0,0,0,0,Exact,60.15,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312168,N,N,
Inactive Product,,N/A,Yes,P-533874,Cosi Chair Classic,D-09/12/2013 08:36:15,,"PR125PHC - Classic, Herringbone CocoaPR125PHO - Classic, Herringbone Oyster",,Cosi Chair Classic,,Y,0,1502.73,0,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,315185=>315186,N,N,
Inactive Product,,N/A,Yes,P-533992,Pride 660 Mini Lounger Rise and Recline Owners Manual,D-09/12/2013 08:36:29,,Pride,Pride 660 owners manual,Pride 660 Mini Lounger Rise and Recline Owners Manual,"pride 660 mini lounger rise and recline owners manual,pride 660 rise and recline owners manual,pride 660 owners manual,rise and recline owners manual,",Y,0,5,0,0,0,1,Exact,2,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314623,N,N,
Inactive Product,,N/A,Yes,P-533993,Pride 670 Chairbed Rise and Recline Chair owners manual,D-09/12/2013 08:36:29,,Pride,Pride 670 chairbed owners manual,Pride 670 Chairbed Rise and Recline Chair owners manual,"pride 670 chairbed rise and recline chair,670 chairbed owners manual,rise and recline owners manual,pride 670 chairbed rise and recline owners manual,pride rise and recline owners manual",Y,0,5,0,0,0,1,Exact,2,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314623,N,N,
Inactive Product,,N/A,Yes,P-533990,"Pride C1,C5,C6,C11 Rise and Recline Owners Manual",D-09/12/2013 08:36:29,,Pride,"C1,C5,C6,C11 owners manual","Pride C1,C5,C6,C11 Rise and Recline Owners Manual","Pride rise and recline owners manual,pride c1 rise and recline owners manual,Pride C5 rise and recline owners manual, Pride C6 rise and recline owners manual, C11 rise and recline owners manual, owners manual,rise and recline owners manual",Y,0,5,0,0,0,1,Exact,2,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314625,N,N,
Inactive Product,,N/A,Yes,P-532611,Pride C15 Cameo Rise and recline chair,D-09/12/2013 08:33:09,,Pride,C15 Cameo,"The Pride C-15 Cameo Rise and Recline Chair is a 3-position electric riser recliner chair which delivers superb comfort, solid performance.","pride c-15 cameo rise and recline chair,rise and recline chairs,pride rise and recline chairs,",Y,315,897.22,0,0,0,450,Exact,451.12,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314482=>314484=>314483,N,N,
Inactive Product,,N/A,Yes,P-533105,Pride Celebrity X Sport Mobility Scooter,D-09/12/2013 08:34:39,,Pride,Pride Celebrity X Sport Mobility Scooter,Pride Celebrity X Sport Mobility Scooter the Ultimate In Sports Scootering for all those. FREE Insurance!,"pride celebrity x sport mobility scooter,celebrity x sport,pride celebrity x sport scooter,large scooters,8mph scooters,",Y,988,3507.7,100,0,0,1399,Exact,1402.48,N,N,0,N,0,D-00/00/0000,0,,N,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312305=>314390=>314392=>314265,N,N,
Inactive Product,,N/A,Yes,P-533026,Pride Colt XL8 Mobility Scooter,D-09/12/2013 08:34:23,,Pride,Colt XL8,The Pride Colt XL8 Mobility Scooter - Quality - Performance - All you Need - With FREE Engineered Delivery,"Pride colt XL8 mobility scooter,Pride Scooters,Pride colt XL8 Scooter,8mph mobility scooter,large mobility scooter,mobility scooter",Y,1240,4305.68,125,0,0,1699,Exact,1703.22,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312246=>314390=>314392=>314265,N,N,
Inactive Product,,N/A,Yes,P-532774,Pride LC101 Rise and Recline Chair,D-09/12/2013 08:33:31,,Pride,Pride LC101 Rise and Recline Chair,Offers outstanding levels of comfort at a great price.,"LC101 rise and recline chair,pride LC101 rise and recline,rise and recline chairs,lift chairs,pride lift chairs",Y,298,1001.48,100,0,0,0,Exact,357.89,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312600=>312599=>312598,N,N,
Inactive Product,,N/A,Yes,P-533989,Pride LC101 Rise and Recline Owners Manual,D-09/12/2013 08:36:29,,Pride,Pride LC101 owners manual,Pride LC101 Rise and Recline Owners Manual,"pride LC101 rise and recline owners manual, rise and recline owners manual,pride LC101 owners manual,owners manual,pride rise and recline owners manual, owners manaul,",Y,0,5,0,0,0,0,Exact,2,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314623,N,N,
